2026-03-16 00:29:32 | INFO     | whisper_transcriber.io.transcript_writer:36 | Transcript files opened in C:\workshops\workshopLiveTranscribeII\data\sessions\2026-03-16_00-29-32
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | connect_tcp.started host='huggingface.co' port=443 local_address=None timeout=10 socket_options=None
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | connect_tcp.started host='huggingface.co' port=443 local_address=None timeout=10 socket_options=None
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | connect_tcp.started host='huggingface.co' port=443 local_address=None timeout=10 socket_options=None
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | connect_tcp.started host='huggingface.co' port=443 local_address=None timeout=10 socket_options=None
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002032EC14A40>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000203300A58D0> server_hostname='huggingface.co' timeout=10
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002032EC14A70>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000203300A58D0> server_hostname='huggingface.co' timeout=10
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002032EC1DEB0>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000203300A58D0> server_hostname='huggingface.co' timeout=10
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002032EC15B20>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000203300A58D0> server_hostname='huggingface.co' timeout=10
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002032EC1F4D0>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002032EC1E930>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002032EC1DD90>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.connection:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000002032EC1FD40>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'302'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 16 Mar 2026 03:29:46 GMT'), (b'Location', b'/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/config.json?%2FSystran%2Ffaster-whisper-large-v3%2Fresolve%2Fedaa852ec7e145841d8ffdb056a99866b5f0a478%2Fconfig.json=&etag=%2275336feae814999bae6ccccdecf177639ffc6f9d%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-69b7792a-1c744b020a020dab4f339060;e7eaa378-72a3-470c-9664-983fe0f0d26d'), (b'RateLimit', b'"resolvers";r=2999;t=50'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=3000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'edaa852ec7e145841d8ffdb056a99866b5f0a478'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'HIT'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"75336feae814999bae6ccccdecf177639ffc6f9d"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 eed7bd53ac21bb2ec20f7056a2f8ebfa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'EZE50-P7'), (b'X-Amz-Cf-Id', b'KL4_hITKOXwZSbCCKokj8EhIJ9G5vyjPNCLqifMHewS_I75szbiVSw==')])
2026-03-16 00:29:37 | INFO     | httpx:1025 | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/config.json "HTTP/1.1 307 Temporary Redirect"
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'2394'), (b'Connection', b'keep-alive'), (b'Date', b'Fri, 04 Jul 2025 04:27:49 GMT'), (b'ETag', b'"75336feae814999bae6ccccdecf177639ffc6f9d"'), (b'X-Powered-By', b'huggingface-moon'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'X-Request-Id', b'Root=1-68675845-35a78c32627fb2e00bfa70ff'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'edaa852ec7e145841d8ffdb056a99866b5f0a478'), (b'Accept-Ranges', b'bytes'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 eed7bd53ac21bb2ec20f7056a2f8ebfa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'EZE50-P7'), (b'X-Amz-Cf-Id', b'2tGYG70q4itqQFiMRu6OZa4Se50boc6K-KJFOathpoYqS5OiaQD3nQ=='), (b'Age', b'22028517')])
2026-03-16 00:29:37 | INFO     | httpx:1025 | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/config.json "HTTP/1.1 200 OK"
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'308'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 16 Mar 2026 03:29:46 GMT'), (b'Location', b'/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/tokenizer.json?%2FSystran%2Ffaster-whisper-large-v3%2Fresolve%2Fedaa852ec7e145841d8ffdb056a99866b5f0a478%2Ftokenizer.json=&etag=%223a5e2ba63acdcac9a19ba56cf9bd27f185bfff61%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-69b7792a-3494a8f22bd19d921541b2d9;415b340c-64c5-457b-96b6-cfbeacc73846'), (b'RateLimit', b'"resolvers";r=2998;t=50'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=3000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'edaa852ec7e145841d8ffdb056a99866b5f0a478'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'tokenizer.json; filename="tokenizer.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"3a5e2ba63acdcac9a19ba56cf9bd27f185bfff61"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 eed7bd53ac21bb2ec20f7056a2f8ebfa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'EZE50-P7'), (b'X-Amz-Cf-Id', b'3qqMDB94yuAuNEjgKk-P--9HRNizVekc0AG8e1iTQtu3TjEcpgL51g==')])
2026-03-16 00:29:37 | INFO     | httpx:1025 | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/tokenizer.json "HTTP/1.1 307 Temporary Redirect"
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'328'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 16 Mar 2026 03:29:46 GMT'), (b'Location', b'/api/resolve-cache/models/Systran/faster-whisper-large-v3/edaa852ec7e145841d8ffdb056a99866b5f0a478/preprocessor_config.json?%2FSystran%2Ffaster-whisper-large-v3%2Fresolve%2Fedaa852ec7e145841d8ffdb056a99866b5f0a478%2Fpreprocessor_config.json=&etag=%22931c77a740890c46365c7ae0c9d350ba3cca908f%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-69b7792a-39a4bde77eb54ff109d0157e;c1c0f615-cc0e-48b3-a330-138d57c862bf'), (b'RateLimit', b'"resolvers";r=2997;t=50'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=3000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'edaa852ec7e145841d8ffdb056a99866b5f0a478'), (b'Accept-Ranges', b'bytes'), (b'X-HF-Warning', b'unauthenticated; Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.'), (b'X-Hub-Cache', b'HIT'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'preprocessor_config.json; filename="preprocessor_config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"931c77a740890c46365c7ae0c9d350ba3cca908f"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 f9cdb530bb7f4fd89f0e0fff0f0e0476.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'EZE50-P7'), (b'X-Amz-Cf-Id', b'MZnVmn6sTMchykh-86eucJsKYRMvlKUmNVb7orYSejV5go714q_Y7Q==')])
2026-03-16 00:29:37 | INFO     | httpx:1025 | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/preprocessor_config.json "HTTP/1.1 307 Temporary Redirect"
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | WARNING  | huggingface_hub.utils._http:916 | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | filelock:497 | Attempting to acquire lock 2212692637360 on C:\workshops\workshopLiveTranscribeII\data\models\.locks\models--Systran--faster-whisper-large-v3\75336feae814999bae6ccccdecf177639ffc6f9d.lock
2026-03-16 00:29:37 | DEBUG    | filelock:500 | Lock 2212692637360 acquired on C:\workshops\workshopLiveTranscribeII\data\models\.locks\models--Systran--faster-whisper-large-v3\75336feae814999bae6ccccdecf177639ffc6f9d.lock
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'GET']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'GET']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'GET']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 302, b'Found', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'1382'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 16 Mar 2026 03:29:46 GMT'), (b'Location', b'https://cas-bridge.xethub.hf.co/xet-bridge-us/655f1c9c203bce21fe0488f8/28bbcc8f4671df0a8411524f1973dbc978d276b79cac96059a737abadf3c134a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260316%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260316T032020Z&X-Amz-Expires=3600&X-Amz-Signature=b4ccaa00158814f3a7fae5503fcf387446538d1595b6377e5548901c14735a83&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27model.bin%3B+filename%3D%22model.bin%22%3B&response-content-type=application%2Foctet-stream&x-amz-checksum-mode=ENABLED&x-id=GetObject&Expires=1773634820&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MzYzNDgyMH19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82NTVmMWM5YzIwM2JjZTIxZmUwNDg4ZjgvMjhiYmNjOGY0NjcxZGYwYTg0MTE1MjRmMTk3M2RiYzk3OGQyNzZiNzljYWM5NjA1OWE3MzdhYmFkZjNjMTM0YSoifV19&Signature=vxGYCz9tzyksCmmRkyWx-MeD9WnRMfz8bc7OhkAjYyoXEwTv2F2B5JRnWJ07tgrVfdL5H3-UYitw0-Pr15FsT3BfoVO1DgzPEzcyILyrEfhOONZZsQmW-nBQ88vMRPC2T1-5Lpca1U8DfXJ%7E4UipSfOd2iSqbmtoz1fsMtRKv%7EgQJ70J6o228VonUJTKkDGLlTZdVSOxkZUrYox3xdpz9OHtCRDyS2if2l8CcAP5dKcCWDJioitn1yDqjN5JiY3K53-60VmN6Z5PX40zN2ApX4%7EynfzaUhxKZCo240YzliNfr3Jq7I9qxIgmAyA7M2bWh1TDeEolDZyfCoDcJ%7E%7EhTw__&Key-Pair-Id=K2L8F4GPSG1IFC'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-69b7792a-4d615cbb0f150c45607dbc3f;ff3358c3-c9b1-47a7-97c8-3c65eac6b6c0'), (b'RateLimit', b'"resolvers";r=2995;t=50'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=3000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'edaa852ec7e145841d8ffdb056a99866b5f0a478'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'HIT'), (b'X-Linked-Size', b'3087284237'), (b'X-Linked-ETag', b'"69f74147e3334731bc3a76048724833325d2ec74642fb52620eda87352e3d4f1"'), (b'X-Xet-Hash', b'28bbcc8f4671df0a8411524f1973dbc978d276b79cac96059a737abadf3c134a'), (b'Link', b'<https://huggingface.co/api/models/Systran/faster-whisper-large-v3/xet-read-token/edaa852ec7e145841d8ffdb056a99866b5f0a478>; rel="xet-auth", <https://cas-server.xethub.hf.co/v1/reconstructions/28bbcc8f4671df0a8411524f1973dbc978d276b79cac96059a737abadf3c134a>; rel="xet-reconstruction-info"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 7f49597aa3d98f16ba8c794a3d2c6ed8.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'EZE50-P7'), (b'X-Amz-Cf-Id', b'AZIuUPlqOnlrdT8v_jLLMdrrEs2cF2AyJ-l0h5XHBoaOlr9fO3Bdnw==')])
2026-03-16 00:29:37 | INFO     | httpx:1025 | HTTP Request: HEAD https://huggingface.co/Systran/faster-whisper-large-v3/resolve/edaa852ec7e145841d8ffdb056a99866b5f0a478/model.bin "HTTP/1.1 302 Found"
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-03-16 00:29:37 | DEBUG    | httpcore.http11:47 | response_closed.complete
